"Ilan_id","SirketAdi","Sektor","Konum","Aciklama","Pozisyon","Deneyim","Egitim","CalismaSekli","Sifre"
"11","EY","Hizmet ","İstanbul   ","EY, Güvence, Vergi, Global Finans ve Muhasebe Hizmetleri ve İşlem Danışmanlığı Hizmetlerinde 260.000 personeli ile 150 ülkede faaliyet gösteren profesyonel hizmetlerde dünya lideridir ve dürüstlüğü, kalitesi ve profesyonelliği ile tanınmaktadır. Kapsayıcı ortamımız herkesin katkılarına değer verir, düşünce çeşitliliğini takdir eder, büyümeyi teşvik eder ve sürekli gelişim fırsatları sunar. Şimdi Türkiye pazarına adanmış ekibimize katılacak yeni ekip üyeleri arıyoruz ve birçok yerel ve çok uluslu müşteriye hizmet veriyoruz. Adli Bilişim ve Dürüstlük Hizmetleri (Forensics) uygulamamız, şirketlere ve onların dış hukuk müşavirlerine finansal, dolandırıcılık ve adli soruşturmaları ve çeşitli konulardaki anlaşmazlıklardan kaynaklanan ekonomik zararları içeren karmaşık iş konularında tavsiyelerde bulunur. EY, dolandırıcılık ve adli soruşturmalardaki mevcut eğilimleri takip eder ve müşterilerimiz ile yasalar arasında kalite odaklı bir irtibat görevi görür. Adli Bilişim uygulamaları içinde bir uzmanlık grubu olan dinamik ve yetenekli Adli Bilişim ve Keşif Hizmetleri (FTDS) grubumuz, şu anda Associate düzeyinde bir pozisyon olarak kariyer fırsatı için doğru adayı arıyor. Ekibimiz, büyük hacimli yapılandırılmış verileri (ör. finansal sistemler ve veritabanları) ve yapılandırılmamış verileri (ör. e-postalar ve kullanıcı belgeleri) yakalayan, konsolide eden, sorgulayan ve analiz eden uzmanlardan oluşur. Kariyer gelişimi için mükemmel bir fırsat sunan bu zorlu ve ödüllendirici pozisyona hak kazanmak için adayların aşağıdakilere sahip olması gerekir: Bilgisayar Mühendisliği, Endüstri Mühendisliği veya Yönetim Bilişim Sistemleri (MIS) alanında lisans derecesi. Dikkate alınan diğer ana dallar: Ekonomi, Matematik ve İstatistik.Ders çalışması veya işletmede yan dal, özellikle Finans veya Muhasebe, tercihen programlama ve ilişkisel veritabanı tasarımı ve yönetimi dahil olmak üzere bir bilgi teknolojisi (BT) ortamında artı0-1  yıl bir deneyimdirJava, VB.net, C   veya diğer programlama dillerinde programlama bilgisi bir artıdırSQL veya PL/SQL dahil olmak üzere bir veri işleme dili hakkında çalışma bilgisiİlişkisel veritabanı yazılımının gelişimi SQL Server, Oracle veya DB2IT yönetim bilgisinin yanı sıra uygulamalı bilgisayar donanımı bilgisi EnCase, FTK veya HELIX gibi adli bilişim uygulamalarıyla deneyim bir artıdırPolyAnalyst ve Tableau gibi istatistiksel analiz uygulamalarıyla deneyim bir artıdırRelativity ve Intella dahil olmak üzere belge inceleme platformlarıyla deneyim bir artıMS Access dahil olmak üzere Microsoft Office hakkında çalışma bilgisiSözlü ve yazılı İngilizce'ye iyi derecede hakimOffensive Security veya Cyber Mücadele Sertifikası önemli bir artıdırİş TanımıBilgisayar dolandırıcılığı ve adli soruşturmaların gerçekleştirilmesine yardımcı olan birden fazla müşteri katılım ekibi üzerinde çalışın; çok çeşitli yazılım ve veritabanlarını içeren elektronik keşif; elektronik verilerin analizi; ve elektronik ortamda saklanan bilgilerle ilgili danışmanlık hizmetleriVerimli çalışmalar geliştirmekve elektronik olarak saklanan bilgilerle ilgili danışmanlık hizmetleriMüşteri personeli ile verimli çalışma ilişkileri geliştirin. Müşterilerimize tutarlı kaliteli hizmet sunmakDenetçileri katılım durumu hakkında bilgilendirin ve katılım planlamasına ve hizmet sunumuna katılın. İş/ekonomik gelişmelerden ve bunların müşteri üzerindeki etkilerinden haberdar olunVerimli, yenilikçi ve ekip odaklı bir çalışma ortamını teşvik edinBilgi geliştirmeyi taahhüt edin. Sürekli öğrenmek, ekip üyeleriyle bilgi paylaşmak ve hizmet sunumunu geliştirmek için teknolojiyi kullanın. Hem dahili hem de harici teknik eğitim arayın ve katılın. Becerileri sürekli geliştirmek için bir eğitim programı sürdürünBüyümeyi başarın. EY'ın hizmet hatlarını anlamak ve EY'ın kaliteli hizmetler sunması için fırsatları belirlemek için ekip üyelerini aktif olarak aramak/teşvik etmekMüşterilerimize ve diğer taraflara teslim edilecek çalışma kağıtlarının, programların ve raporların hazırlanmasına yardımcı olmakEğitim faaliyetleri de dahil olmak üzere insan girişimlerine katkıda bulunmakİşyeri politikalarını ve prosedürlerini anlamak ve takip etmekZaman zaman hem yurt içi hem de yurt dışı seyahat gereklidir","Adli Bilişim ve Keşif Hizmetleri","Inexperienced","Lisans   Lisansüstü","Full-Time","1234"
"12","TÜRK EĞİTİM VAKFI","Eğitim","İstanbul ","Lisans mezunu,Profesyonel yönetim firmalarında en az 2 yıl iş deneyimi sahibi,Kat mülkiyeti kanununa hakim,Bütçe yönetimi ve finansal raporlama yapabilecek,Bina ve gider yönetimi hakkında gerekli teknik bilgi ve donanıma sahip,Takım çalışmasına yatkın,Yazılı ve sözlü iletişim becerisi yüksek,İnsan ilişkilerinde başarılı, sonuç odaklı, analitik düşünebilen ve problem çözme becerisi gelişmiş,
Esnek çalışma saatlerine uyum sağlayabilecek,Vakıf değerlerini özümseyerek uzun yıllar çalışmayı hedefleyen,Finansal operasyon bilgisi olan, Tercihen Apsiyon ve benzeri Bina Yönetim Programlarına hakim, Tercihen ERP (Microsoft Dynamics Axapta) kullanmış, Excel başta olmak üzere Power Point ve MS office uygulamalarını ileri seviyede hakim ve kullanabilen,Seyahat engeli bulunmayan,Aktif araç kullanabilen,Erkek adaylar için askerliğini tamamlamış,‘Bina Yönetimi ve Aidat Takip Sorumlusu’ aranmaktadır.

İŞ TANIMI :
Türk Eğitim Vakfı Genel Müdürlük bünyesinde Emlak Müdürlüğü’ nde çalışacak;

Vakfın gayrimenkullerini yöneten bina yöneticilerinden gelen aidat ve demirbaş ödeme taleplerinin kat mülkiyeti kanununa uygunluğu ve kira sözleşmesi ile uyumluluğunun kontrolünün sağlanması,
Ödeme talimatlarının hazırlanması ve muhasebe servisine iletilerek ödeme takibinin yapılması,Bina Yönetimleri ile ilgili konulardaki sürecin yürütülmesi,Bina yönetim toplantılarında ve genel kurullarda Vakfı temsil ederek, toplantı ve alınan kararların ilgili kanunlara uygunluğunun tespit edilmesi ve kontrolü,Vakfa ait binalarda hizmet veren taşeron firmalar ile koordinasyonun sağlanması, mali ve operasyonel denetimin yapılması,
Vakfa ait binaların ISG raporları kapsamında tespit edilmiş risk unsurları varsa ilgili bildirimleri yaparak risk ortadan kalkıncaya kadar takibinin sağlanması,Vakfa ait gayrimenkullerin belirli aralıklarla ziyaret edilerek denetiminin yapılması,Emlak Müdürlüğü Gayrimenkul Takip Sisteminde (ERP) kayıtların düzenli kontrolü ve güncellemelerin yapılması,Taşınmazlara ait emlak vergisi ve sair giderlerin takibinin yapılarak ödeme taleplerinin hazırlanması,Haftalık  ve  aylık  ve   yıl tahsilat ve takip raporlarının hazırlanması,Emlak Müdürlüğü bünyesindeki diğer operasyonel süreçlere destek olunmasından sorumlu olacaktır.


""Bu ilana başvurduğunuzda, öz geçmişinizin içeriğinde iletmiş olduğunuz kişisel verilerinizin Türk Eğitim Vakfı' nın veri tabanında 1 yıl süre ile işe yerleştirme amacıyla saklanmasına ve yine aynı amaçla kurum içerisinde işe alım sürecine dâhil olacak kişilerle paylaşılmasına, 6698 sayılı Kişisel Verilerin Korunması Kanunu’nda tanımlanan açık rızayı göstermiş olmaktasınız.""

","Bina Yönetimi ve Aidat Takip Sorumlusu","2 - 7 yıl arası"," Lisans ","Tam Zamanlı","1234"
"13","DT Mühendislik ve Taahhüt A.Ş.","Mimarlık","İstanbul ","Teknik Ofis Mimarı
Devam eden 5 Yıldızlı Otel ve Benzeri Prestijli Bina ince İsleri projelerimizde ve Teklif çalışmalarımızda görevlendirilmek üzere;
·Üniversitelerin İnşaat Mühendisliği ve ve veya Mimarlık ve İç Mimarlık bölümlerinden mezun,
·Benzer bir pozisyonda en az 5 yıl deneyimli,
·5 Yıldızlı Otel gibi kapsamlı projelerde görev yapmış,
·İnce inşaat, malzeme, detay konularında bilgi sahibi,
·Proje üzerinden metraj ve hakediş hazırlama konusuna hakim
·Microsoft Office Programları özellikle Excel kullanımında yetkin.
·Sözleşme cve Teknik Şartname okuma, anlama, değerlendirme için  yeterli seviyede ingilizce bilen
·Erkek adaylar için askerlik görevini tamamlamış
Teknik ofis deneyimli Teknik Ofis Mimarları alınacaktır.
","Teknik Ofis Mimarı","Tecrübeli ve Tecrübesiz","Önlisans ","Tam Zamanlı","1234"
"14","Çetmen Mobilya","Perakende","İzmir","_x000D_
-  Lisanslerin ilgili bölümlerinden mezun,_x000D_
- Perakende sektöründe en az 10 yıl deneyimli,_x000D_
- Satış ekibi yönetimi konusunda 5 yıl deneyimli,_x000D_
- Yöneticilik vasıfları gelişmiş ve ekip yönetimi konusunda başarılı,_x000D_
- Planlama ve organizasyon kabiliyeti yüksek ve müşteri odaklı çalışabilen,_x000D_
- Durumsal liderlik yaklaşımını benimsemiş,_x000D_
- İletişim yetkinliği yüksek, çözüm ve sonuç odaklı,_x000D_
- İş takibi ve raporlama yönü kuvvetli,_x000D_
- Seyahat engeli bulunmayan, aktif araç kullanabilen,_x000D_
İŞ TANIMI_x000D_
-Şirket politikaları doğrultusunda satış stratejileri geliştirmek,_x000D_
-Mağaza hedeflerini belirlemek, takibini yapmak ve hedefler doğrultusunda çalışmalarda bulunmak,_x000D_
-Kendisine bağlı ekibin, şirket hedefleri doğrultusunda yönetmek, _x000D_
-Kendisine bağlı ekiplerin aylık olarak verilmiş olan satış hedeflerini gerçekleştirmek,_x000D_
-Ekiplerinin sahada dağılımını, organizasyonunu ve günlük, haftalık, aylık satış planlarını yapmak ve uygulamak,_x000D_
-Yönetim ile satış ekibi arasında köprü görevi kurarak verilen satış hedefleri doğrultusunda en yüksek karlılıkta hedefin yakalanmasını sağlamak, satış stratejisi oluşturmak,_x000D_
-Satış bölümü ile diğer birimler arasındaki koordinasyon ve iş birliği sağlamak,_x000D_
-Üst yönetime raporların hazırlanması ve sunumu yapmak,_x000D_
","Satış Direktörü","5 - 10 yıl arası"," Lisans ","Tam Zamanlı","1234"
"15","Özgörkey Otomotiv  Turizm San. ve Tic. A.Ş. - KEY Hotel","Konaklama ve Otelcilik","İzmir","_x000D_
E.Özgörkey Grup Şirketlerimiz bünyesinde bulunan İzmir'in en seçkin otellerinden_x000D_
Key Hotel'de görevlendirilmek üzere “Restoran Kaptanı” takım arkadaşı aramaktayız._x000D_
_x000D_
_x000D_
Tercihen Turizm Meslek Yüksek Okulu veya Turizm Otelcilik bölümü mezunu,Beş yıldızlı otellerde benzer pozisyonlarda en az 3  yıl iş tecrübesine sahip,İyi derecede Micros programını kullanabilen,İleri derecede İngilizce iletişim yeteneğine sahip,İnsan ilişkilerinde başarılı, misafir memnuniyetine önem veren,Dış görünüşüne özen gösteren, diksiyonu düzgün, enerjik ve güler yüzlü,Ekip çalışmasına önem veren,Yoğun iş temposuna, vardiya sistemine ve esnek çalışma saatlerine ayak uydurabilecek,Askerlik hizmetini tamamlamış (Erkek adaylar için)._x000D_
_x000D_
","Restoran Kaptanı","En az 3 yıl tecrübeli","Önlisans ","Tam Zamanlı","1234"
"16","AY MARKA MAĞAZACILIK A.Ş","Mağazacılık (Tekstil)","Erzurum","AY MARKA YILDIZLARINI ARIYOR!_x000D_
_x000D_
Boyner Grup ailesinin üyelerinden biri olan Ay Marka Mağazacılık, bünyesinde bulunan Network, Que ve Divarese markalarıyla 2008 yılından bu yana mağazacılık sektörüne ve modaya yön vermeye devam ediyor._x000D_
 _x000D_
Erzurum Mng Avm'de açılacak olan Network mağazamız için;_x000D_
_x000D_
En az lise mezunu, Tercihen daha önce satış deneyimi olan, Mağazacılık sektöründe kariyer hedefi olan, _x000D_
 _x000D_
YILDIZ SATIŞ DANIŞMANLARI arıyoruz._x000D_
_x000D_
İŞ TANIMI_x000D_
_x000D_
Satış yeteneğine güveniyorsan ve MAĞAZACILIK TAM BANA GÖRE diyorsan, Koşulsuz müşteri mutluluğu bizim olduğu gibi senin için de 1.sırada ise, Kendini ve yaptığın işi sürekli geliştirmeyi seviyorsan, İlgi alanlarından biri modaysa ve bir stilim var diyorsan, Satış danışmanlığı ile kalmayıp stil danışmanlığı da yaparak YILDIZ OLMAK istiyorsan,_x000D_
 _x000D_
    aradığımız YILDIZ SATIŞ DANIŞMANI belki de sen olabilirsin! Başvurunu bekliyoruz.","Satış Danışmanı ","En çok 10 yıl tecrübeli","Lise ","Tam Zamanlı","1234"
"17","Altuntaş A.Ş.","Üretim ve Endüstriyel Ürünler","Aksaray","
GENEL TANIM
Altuntaş A.Ş., faaliyet hayatına 1981 yılında tavuk kafesi üretimiyle başlamıştır. Üretimine aksiyal fanları da ekleyen firmamız, ALFAN markasıyla Türkiye'de fan üretimini gerçekleştiren ilk kuruluş olmuştur. Zaman içinde bilgi birikimi ve deneyimlerinin giderek artmasına bağlı olarak kurduğu OBİAL şirketiyle de çelik silo üretimine adım atmıştır.
Üretim tesislerini; ürün portföyünün genişlemesiyle büyüten ve teknolojik olarak sürekli geliştiren Altuntaş A.Ş., mevcut üretimini 1.050.000 m2 açık alan üzerinde kurulmuş 75.000 m2 kapalı alanda gerçekleştirmektedir.
Her geçen yıl gerçekleştirdiği yüzlerce projeyle hedeflerine emin adımlarla ilerleyen firmamız, 1994 yılından bugüne kadar 70’ten fazla ülkeye ihracat gerçekleştirerek Aksaray’da defalarca ihracat ve vergi şampiyonu olmuştur.
Altuntaş Grup, bünyesine yeni kattığı AEM Elektrik Motor fabrikasıyla büyümesine büyük bir hızla devam etmektedir. Bundan sonraki süreçte motor fabrikasının üretimi Aksaray ilimizde devam edecektir.
Yeni yatırımlara istinaden büyümekte olan ekibimiz içerisinde yer alacak,muhasebe,finans ve ERP bölümü ile ortak çalışma yürütecek Bilgisayar Mühendisi arayışımız bulunmaktadır.?
İş Tanımı
 Lisanslerin Bilgisayar Mühendisliği, Yazılım Mühendisliği ve ilgili bölümlerinden mezun.
ERP Programları hakkında bilgi sahibi ve Proje Yöneticiliği yapmış,
Oracle Veritabanına ve SQL Sorgulama diline hakim,
Minimum orta seviyede İngilizce bilgisi olan,
Kendisine ve kişisel gelişimine özen gösteren, yeniliklere açık,
İnsan ilişkilerinde başarılı, dikkatli ve iletişim gücü yüksek,
Diksiyonu düzgün,
Sorumluluk sahibi, iş takip becerisi gelişmiş, çözüm odaklı,
Araştırmacı, dinamik, takım çalışmasına uyumlu ve sorumluluk alabilen,
Erkek adaylar için askerliğini tamamlamış,
Tercihen Aksaray' da ikamet eden/ edebilecek.
","Bilgisayar Mühendisi","2 - 5 yıl arası"," Lisans ","Tam Zamanlı","1234"
"18","Erbak Uludağ İçecek A.Ş.","Satış","Samsun","_x000D_
Samsun Direkt Dağıtım organizasyonunda görev yapacak;_x000D_
_x000D_
En az Lise, Tercihen Lisans Mezunu Hızlı Tüketim Sektöründe (Tercihen Gıda - İçecek) en az 1 yıl satış deneyimi olanİnsan ilişkileri güçlü, diksiyonu düzgün, iletişim ve ikna kabiliyeti yüksek Müşteri odaklı, problem çözme becerisi gelişmiş B sınıfı sürücü ehliyetine sahip, aktif olarak araç kullanabilen, tercihen SRC - 4  ve Psikoteknik belgeleri sahibiYoğun çalışma temposuna ayak uydurabilecek Samsun'da ikamet eden_x000D_
Çalışma arkadaşları aramaktayız._x000D_
_x000D_
_x000D_
İŞ TANIMI_x000D_
_x000D_
Firma ile satış noktaları arasındaki ürün ve hizmet döngüsünü sağlayıp, temsil ettiği şirketin ürün/ hizmetlerini en iyi şekilde tanıtmak ve satışını yapmakBelirlenen rut üzerinde müşteri ziyaretleri yaparak, bütçesindeki hedefleri doğrultusunda siparişleri almakÜrünlerin tanzim teşhir ve bulunurluğunu (penetrasyon) sağlamak Sipariş sırasında ödeme şeklini belirlemek, tahsilat yapmak Mevcut müşteriler ile ilişkileri güçlendirmek, yeni müşteriler kazanmak Yeni ürünleri tanıtmak, mevcut kampanyaların uygulanmasını sağlamak Rakip ürün ve kampanyaları amirine raporlamak Müşterilerin problemlerini çözmek, çözemediklerini amirine ileterek çözmeye çalışmakMüşteriye verilen demirbaşların uygun kullanılmasını sağlamak _x000D_
","SATIŞ TEMSİLCİSİ ","1 - 5 yıl arası","Lise ","Tam Zamanlı","1234"
"19","Penta Elektronik Telekomünikasyon San.ve Tic. A.Ş.","Elektrik  ve  Elektronik ","İstanbul ","
1989 yılında İstanbul'da kurulmuş olan ve Tuzla'da 5000 metrekarelik kapalı alana sahip tesisinde elektronik sektörüne hizmet veren firmamızın Ar-Ge Bölümü için Ar-Ge Yöneticisi arayışımız bulunmaktadır.
Üniversitelerin Elektronik veya Elektronik ve Haberleşme Mühendisliği bölümlerinden mezun,

İnsani ilişkileri çok iyi, yönetim tecrübesine sahip,
İyi derecede İngilizce bilen,
Analog ve sayısal elektronikte yüksek seviyede bilgi sahibi,
Elektronik tasarım yeteneğine ve tecrübesine sahip,
C ve C   programlama diline iyi derecede hakim,
Visual Studio ortamını etkin kullanabilen,
Şematik ve PCB tasarımında tercihan Altium Designer tecrübesi olan,
Tercihan üretim tecrübesine sahip,
Erkek adaylar için askerliğini tamamlamış,
Tercihan İstanbul Anadolu yakasında, Tuzla ve civar bölgelerde ikamet eden adayların başvurularını bekliyoruz.

İŞ TANIMI


Yeni ürün geliştirme ve mevcut ürünlerin iyileştirilmesine yönelik projeleri oluşturmak ve yürütmek,
Hazırlık aşamasında diğer birimlerle işbirliği içerisinde proje için fizibilite çalışması yapmak,

Proje takvimlerini planlamak, gerekli aksiyonların alınmasını sağlamak, sonuçları izlemek, ölçmek ve gerektiğinde iyileştirme çalışmaları yapmak,
Proje kapsamında müşteri talep ve ihtiyaçlarını gözetmek, gerektiğinde tasarımsal değişikliklerin yapılmasını sağlamak,
Güncel teknolojik gelişmeleri takip etmek ve gerektiğinde proje kapsamında uygulanmasını sağlamak,
Üniversitelerle yapılan işbirliklerini ihtiyaçlar doğrultusunda planlayıp gerçekleştirmek,
Proje ihtiyaçlarına göre Ar-Ge personelinin görev dağılımını yapmak ve takip etmek,
Ar-Ge personelinin bilgi ve deneyimini artırmak için eğitim çalışmaları planlamak ve yapmak.
","Elektronik Ar-Ge Yöneticisi","En az 10 yıl tecrübeli"," Lisans ","Tam Zamanlı","1234"
"20","Alliance Healthcare Yatırım Holding A.Ş.","Sağlık","İstanbul ","Şirketimizin Genel Merkez Operasyon Direktörlüğü’nde görevlendirilmek üzere; Lisanslerin tercihen Endüstri Mühendisliği, İşletme, Matematik, İstatistik vb. bölümlerinden mezun,Tercihen iyi derecede İngilizce bilen,Planlama, stok takibi ve kategori yönetimi konularında deneyimli,MS Office programlarını çok iyi kullanabilen,Askerlik hizmetini tamamlamış (Erkek adaylar için),İstanbul Avrupa Yakası'nda ikamet eden veya edebilecek olan,Planlama Uzmanı aranmaktadır.İş TanımıPozisyon, idaresindeki tedarikçilere ait ürünlerin şubelerdeki stok seviyesinin kontrolü, ihtiyaç durumunda tedarikçiye sipariş ve diğer şubelerden ürün sevkinin sağlanması konularından sorumlu olacaktır.","Planlama Uzmanı","Tecrübeli ve Tecrübesiz"," Lisans ","Tam Zamanlı","1234"
"21","Koçtaş Yapı Marketleri Tic. A.Ş.","Perakende","İstanbul   ","MYO, tercihen Elektrik Teknikerliği bölümü mezunu En az 3 yıl bina teknik işletmesi servis bakım konularında tecrübeli
Tercihen HVAC, yangın, sıhhi tesisat konularında bilgi sahibi Yoğun çalışma temposuna uyum sağlayabilecek İstanbul da ikamet eden Askerlik hizmetini tamamlamış?

 
İŞ TANIMI
 Koçtaş Koç Holding ile ev geliştirme perakendeciliği konusunda Avrupa'nın lider kuruluşu olan Kingfisher/B ve amp;Q ortaklığıdır. Dünya standartlarında perakendecilik uygulamalarıyla hızlı büyümeyi hedefleyen Koçtaş  Mağazalarında çalışmak üzere ""ELEKTRİK TEKNİKERİ"" aramaktadır.
 

Teknik organizasyonlar ile ilgili check listi doldurarak merkeze göndermek
Mağazaya elektrik ve mekanik ekipmanlar için gelecek tüm periyodik ve koruyucu – önleyici bakım ekiplerinin çalışmalarına nezaret etmek, servis formlarını kontrol ederek uygunsa imzalamak, bu bakım dosyasını hazır tutmak.
Mağazanın elektrik, su, varsa doğalgaz tüketimlerinin takiplerini yapmak ve bu tüketimleri tarihsel bazda evrak ve bilgisayar ortamında dosyalamak, benzer mağazalar ile karşılaştırmaları yaparak anormallikleri merkeze raporlamak.
Enerji verimliliği ve tasarruf tedbirleri ile ilgili değerlendirilmek üzere önerilerde bulunmak.
Varsa alt kiracılara ait tüketimleri, tüketimler ile ilgili olarak kiracıların da imzaladığı tutanaklar ile birlikte merkeze eksiksiz ve zamanında göndermek,
Gerektiğinde teknikeri olmayan yakın mağazalara teknik destek vermek 
","Elektrik Teknikeri ","En az 3 yıl tecrübeli","Önlisans ","Tam Zamanlı","1234"
"22","Elite Gayrimenkul A.Ş.","İnşaat","Antalya","ALANYA'DA MERKEZ OFİSİMİZDE GÖREVLENDİRİLMEK ÜZERE;
WEB TASARIM UZMANI ARANMAKTADIR. 
* Yeni web sitelerinin tasarımı, oluşturulması ve yayına alınması konusunda deneyimli, 
* Sosyal medyaya hakim,
* CRM program bilgisine hakim,

* Yurtdışı ve içi reklam ve e-bülten çalışmalarını yapabilecek, 
* İngilizce bilen,

* Fotoğraf ve Video Çekimlerine Hakim
* Ekip içerisinde iletişimi iyi olan,
","Web Tasarım Uzmanı","Tecrübeli ve Tecrübesiz"," Lisans  ","Tam Zamanlı","1234"
"23"," hummel Türkiye","Perakende","İstanbul ","Takım olarak , dünyayı sporla değiştirebileceğimize inanıyoruz !Peki sen bu takımın bir parçası olmak ister misin ?Enerjimle fark yaratırım, takım çalışması için doğmuşum ve hedefe koşar, markayı en iyi şekilde temsil ederim diyorsan hemen başvurunu tamamla !Genel Nitelikler:Lise MezunuPerakende sektöründe kariyer hedefleyenGüleryüzlü ve insan ilişkilerinde başarılıTam zamanlı çalışabilen","Satış Danışmanı ","Tecrübesiz","Lise ","Tam Zamanlı","1234"
"24","Cubicgeo Hidrojeoloji Jeoloji Maden Danışmanlığı","Madencilik - Metalurji","Çanakkale","_x000D_
Firmamızın Çanakkale Lapseki'de bulunan projesinde çalışmak üzere sahadaki ekibin organizasyonunu yapacak ve işveren ile iletişim içerisinde olacak saha koordinatörü pozisyonunda Bay/Bayan Hidrojeoloji Mühendisi aranmaktadır._x000D_
_x000D_
Saha koordinatörü;_x000D_
Sahada çalışan diğer hidrojeoloji mühendislerinin koordinasyonunu sağlayacak,_x000D_
Vardiya ayarlamalarını gerçekleştirecek,_x000D_
Sahada Basınçlı Su Testi ve Pompa testlerini gerçekleştirecek,_x000D_
Numune alma, sızıntı-kaynak tespiti, izleme ağı ölçümleri, derinlik-sıcaklık profil ölçümleri gibi sahada yapılması gereken çalışmaları gerçekleştirecek._x000D_
_x000D_
Pozisyona başvuracak adayda aranan özellikler;_x000D_
İnsan ilişkileri iyi,_x000D_
Organizasyon yeteneği yüksek,_x000D_
Hem 4x2 hem de 4x4 arazi aracı kullanabilir,_x000D_
Daha önce Pompa Testi ve Basınçlı Su Testleri yapmış,_x000D_
Hidrojeolojik Modelleme konusunda bilgi sahibi._x000D_
","Tecrübeli Hidrojeoloji Mühendisi","5 - 10 yıl arası"," Lisans ","Tam Zamanlı","1234"
"25","Etts Elektronik Ticaret Tahsilat Sistemleri ","Bilişim","İstanbul ","ETTS olarak; lMobil çözümler, ödeme sistemleri, sadakat uygulamaları, saha satış çözümleri, saha operasyon ve etkinlik Yönetimi, uluslararası lojistik hizmetleri, e-hizmet ve e-ticaret çözümleri konularında uzmanlaşmış, uçtan uca çözüm sunan Proje Geliştirme ve Uygulama şirketiyiz. Türkiye'nin en büyük bankaları, dünya devi finansal kuruluşlar, perakendenin liderleriyle başarı hikayeleri yarattık.
Alanında en az iki yıl deneyimli,  enerjik, zaman yönetiminde başarılı, ""İnsan Kaynakları Uzmanı""
ekip arkadaşı arıyoruz.

Genel görev tanımı: 
- Ağırlıklı olarak işe alım ve yerleştirme sürecinin uygulama esaslarına göre yürütülmesi,
- Eğitim ve Gelişim süreci doğrultusunda eğitim gelişim planının operasyonel işlerinin organize edilmesi,
- Özlük işlemleri ile ilgili işe yeni başlayan ve mevcut çalışanların özlük dosyalarının online ve offline ortamda güncel tutulması,
- Ücret yönetimi ve İdari İşler ile ilgili kesişen konularda Mali ve İdari İşler ekibi ile koordinasyonun sağlanması,
- İş Sağlığı ve Güvenliği ile ilgili gerekliliklerin Mali ve idari İşler ekibi ile kontrolünün sağlanması,
- Puantaj kayıtlarının tutulması ve raporlanması,
- Performans Yönetimi Sisteminin uygulanması ve takip edilmesi,
- Organizasyonel gelişim için yeni öneriler geliştirip, İnsan Kaynakları Yöneticisi ile paylaşılması,
- Çalışan Memnuniyeti, İşten Ayrılma, Oryantasyon ve işe uyum anketlerinin düzenli iletilmesi, verilerin düzenlenmesi ve sonuçlarına göre çözüm önerileri geliştirilmesi,
- İnsan Kaynakları prosedur ve iş akışlarına göre KPI raporlamaları için gerekli veri analizlerinin düzenli kaydının tutulması,
- Şirket içi motivasyon aktivitelerinin planlaması konusunda destek verilmesi.

Temel Yetkinlikler:
- Planlama ve organizasyon becerileri gelişmiş,
- İletişim yönü (sözlü/yazılı) kuvvetli,
- Güçlü koordinasyon kabiliyeti,
- Çözüm ve sonuç odaklı,
- Empati yeteneği yüksek,
- İyi derece İngilizce bilgisi.
","İnsan Kaynakları Uzmanı","2 - 6 yıl arası"," Lisans ","Tam Zamanlı","1234"
"26","MARTUR SÜNGER VE KOLTUK TESİSLERİ TİCARET VE SANAYİ A.Ş.","Otomotiv ","Kütahya","Üniversitelerin mühendislik fakültelerinden mezun

Proje yönetimi ve ürün devreye alma konularında çalışmış 
Benzer pozisyonlarda en az 2 sene tecrübesi olan
Çok iyi derece İngilizce ve Almanca bilgisi olan
Yapılan işler ile ilgili dokümantasyon oluşturma, takip edebilme ve raporlama yetkinliğine sahip
İyi derecede organizasyon beceresine sahip, proje ekibini yönetebilecek ve yönlendirebilecek
Yurt içi ve yurt dışı seyahat engeli olmayan, aktif olarak araç kullanabilen
Kütahya’da ikamet eden veya edebilecek
","Proje Uzmanı","Tecrübeli ve Tecrübesiz"," Lisans ","Tam Zamanlı","1234"
